Date,TOYOTA,SHO_MTI,ENEOS,SBI_HD,JT,TAKEDA,TO_DEN,AGC
2001-01-04 00:00:00,744.0,693.3333129882812,568.0,8333.3330078125,840.0,6760.0,2870.0,4600.0
2001-01-05 00:00:00,762.0,693.3333129882812,548.0,8333.3330078125,873.0,6580.0,2800.0,4655.0
2001-01-09 00:00:00,768.0,680.0,531.0,7944.4443359375,776.0,6850.0,2805.0,4600.0
2001-01-10 00:00:00,734.0,686.6666870117188,510.0,7500.0,792.0,6850.0,2840.0,4540.0
2001-01-11 00:00:00,680.0,653.3333129882812,509.0,6500.0,795.0,6850.0,2850.0,4540.0
2001-01-12 00:00:00,688.0,666.6666870117188,543.0,6888.888671875,790.0,6550.0,2735.0,4495.0
2001-01-15 00:00:00,704.0,663.3333129882812,545.0,7222.22216796875,800.0,6180.0,2620.0,4450.0
2001-01-16 00:00:00,794.0,673.3333129882812,534.0,7611.111328125,790.0,6230.0,2560.0,4430.0
2001-01-17 00:00:00,804.0,683.3333129882812,539.0,8722.22265625,799.0,6130.0,2630.0,4390.0
2001-01-18 00:00:00,790.0,693.3333129882812,526.0,9722.22265625,789.0,6070.0,2560.0,4390.0
2001-01-19 00:00:00,790.0,700.0,502.0,10277.77734375,805.0,6200.0,2525.0,4580.0
2001-01-22 00:00:00,778.0,693.3333129882812,510.0,9722.22265625,810.0,6300.0,2610.0,4650.0
2001-01-23 00:00:00,766.0,686.6666870117188,521.0,9000.0,802.0,6220.0,2625.0,4615.0
2001-01-24 00:00:00,770.0,680.0,513.0,9500.0,819.0,6220.0,2625.0,4605.0
2001-01-25 00:00:00,778.0,676.6666870117188,512.0,10444.4443359375,863.0,6070.0,2650.0,4590.0
2001-01-26 00:00:00,770.0,680.0,529.0,9333.3330078125,848.0,6360.0,2670.0,4500.0
2001-01-29 00:00:00,780.0,706.6666870117188,543.0,9444.4443359375,840.0,6440.0,2645.0,4535.0
2001-01-30 00:00:00,792.0,730.0,539.0,9611.111328125,836.0,6200.0,2600.0,4545.0
2001-01-31 00:00:00,794.0,746.6666870117188,531.0,9333.3330078125,821.0,6180.0,2550.0,4555.0
2001-02-01 00:00:00,806.0,746.6666870117188,530.0,9333.3330078125,820.0,6300.0,2540.0,4520.0
2001-02-02 00:00:00,788.0,733.3333129882812,525.0,9166.6669921875,817.0,6350.0,2510.0,4490.0
2001-02-05 00:00:00,766.0,713.3333129882812,527.0,9111.111328125,813.0,6190.0,2535.0,4480.0
2001-02-06 00:00:00,770.0,703.3333129882812,521.0,9444.4443359375,830.0,6060.0,2540.0,4355.0
2001-02-07 00:00:00,778.0,706.6666870117188,527.0,9166.6669921875,818.0,6110.0,2570.0,4265.0
2001-02-08 00:00:00,778.0,710.0,528.0,9111.111328125,830.0,6080.0,2570.0,4280.0
2001-02-09 00:00:00,790.0,736.6666870117188,530.0,8888.888671875,806.0,6100.0,2580.0,4240.0
2001-02-13 00:00:00,800.0,750.0,542.0,8666.6669921875,824.0,6120.0,2570.0,4325.0
2001-02-14 00:00:00,806.0,740.0,572.0,8833.3330078125,840.0,5780.0,2590.0,4300.0
2001-02-15 00:00:00,804.0,743.3333129882812,583.0,10500.0,838.0,5900.0,2590.0,4190.0
2001-02-16 00:00:00,804.0,736.6666870117188,571.0,10111.111328125,838.0,5700.0,2635.0,4100.0
2001-02-19 00:00:00,794.0,730.0,580.0,9722.22265625,825.0,5700.0,2675.0,4000.0
2001-02-20 00:00:00,792.0,746.6666870117188,565.0,9722.22265625,827.0,5750.0,2700.0,4025.0
2001-02-21 00:00:00,790.0,743.3333129882812,572.0,8888.888671875,839.0,5730.0,2695.0,4000.0
2001-02-22 00:00:00,804.0,746.6666870117188,568.0,8666.6669921875,852.0,5820.0,2810.0,3930.0
2001-02-23 00:00:00,808.0,763.3333129882812,565.0,8833.3330078125,848.0,5800.0,2760.0,4000.0
2001-02-26 00:00:00,818.0,786.6666870117188,585.0,8611.111328125,840.0,5730.0,2785.0,3995.0
2001-02-27 00:00:00,818.0,800.0,579.0,8611.111328125,839.0,5750.0,2795.0,3990.0
2001-02-28 00:00:00,816.0,816.6666870117188,586.0,8333.3330078125,827.0,5550.0,2785.0,4045.0
2001-03-01 00:00:00,790.0,830.0,570.0,8000.0,840.0,5510.0,2665.0,3970.0
2001-03-02 00:00:00,786.0,786.6666870117188,565.0,7888.888671875,800.0,5500.0,2700.0,3955.0
2001-03-05 00:00:00,796.0,780.0,575.0,7388.888671875,825.0,5480.0,2785.0,4000.0
2001-03-06 00:00:00,802.0,806.6666870117188,583.0,8111.111328125,835.0,5500.0,2790.0,4095.0
2001-03-07 00:00:00,810.0,783.3333129882812,566.0,8444.4443359375,827.0,5560.0,2780.0,4185.0
2001-03-08 00:00:00,814.0,780.0,583.0,8222.22265625,830.0,5750.0,2735.0,4125.0
2001-03-09 00:00:00,826.0,776.6666870117188,590.0,7722.22216796875,823.0,5840.0,2720.0,4160.0
2001-03-12 00:00:00,828.0,763.3333129882812,576.0,7444.4443359375,802.0,5580.0,2715.0,3965.0
2001-03-13 00:00:00,812.0,756.6666870117188,593.0,7000.0,790.0,5630.0,2680.0,3720.0
2001-03-15 00:00:00,830.0,746.6666870117188,619.0,7777.77783203125,825.0,5850.0,2715.0,4200.0
2001-03-16 00:00:00,836.0,763.3333129882812,605.0,7611.111328125,797.0,5960.0,2725.0,4040.0
2001-03-19 00:00:00,872.0,753.3333129882812,623.0,7666.66650390625,791.0,5880.0,2795.0,4080.0
2001-03-21 00:00:00,930.0,816.6666870117188,635.0,7611.111328125,820.0,6600.0,2945.0,4350.0
2001-03-22 00:00:00,904.0,770.0,618.0,7833.33349609375,813.0,6130.0,2875.0,4150.0
2001-03-23 00:00:00,904.0,816.6666870117188,631.0,7666.66650390625,797.0,6400.0,2815.0,4435.0
2001-03-26 00:00:00,930.0,826.6666870117188,646.0,8000.0,787.0,6500.0,2895.0,4525.0
2001-03-27 00:00:00,932.0,816.6666870117188,649.0,7833.33349609375,814.0,6650.0,2850.0,4475.0
2001-03-28 00:00:00,918.0,823.3333129882812,645.0,8055.5556640625,831.0,6550.0,2840.0,4620.0
2001-03-29 00:00:00,884.0,843.3333129882812,641.0,7833.33349609375,820.0,6030.0,2755.0,4345.0
2001-03-30 00:00:00,870.0,800.0,625.0,8222.22265625,828.0,6050.0,2790.0,4400.0
2001-04-02 00:00:00,866.0,800.0,614.0,9333.3330078125,805.0,5930.0,2750.0,4255.0
2001-04-03 00:00:00,868.0,813.3333129882812,638.0,10833.3330078125,835.0,6160.0,2765.0,4425.0
2001-04-04 00:00:00,866.0,830.0,652.0,10722.22265625,840.0,6270.0,2820.0,4405.0
2001-04-05 00:00:00,864.0,856.6666870117188,652.0,9944.4443359375,839.0,6350.0,2860.0,4525.0
2001-04-06 00:00:00,860.0,950.0,633.0,10444.4443359375,838.0,6400.0,2830.0,4675.0
2001-04-09 00:00:00,844.0,956.6666870117188,643.0,10277.77734375,842.0,6200.0,2815.0,4650.0
2001-04-10 00:00:00,822.0,956.6666870117188,705.0,10722.22265625,832.0,5960.0,2835.0,4455.0
2001-04-11 00:00:00,832.0,986.6666870117188,740.0,11111.111328125,820.0,6020.0,2850.0,4575.0
2001-04-12 00:00:00,826.0,1033.3333740234375,705.0,12388.888671875,830.0,5950.0,2850.0,4890.0
2001-04-13 00:00:00,818.0,1010.0,728.0,12722.22265625,821.0,5970.0,2770.0,4915.0
2001-04-16 00:00:00,814.0,993.3333129882812,696.0,12222.22265625,820.0,5900.0,2800.0,4950.0
2001-04-17 00:00:00,812.0,970.0,702.0,11555.5556640625,804.0,5940.0,2840.0,4840.0
2001-04-18 00:00:00,822.0,970.0,700.0,12777.77734375,821.0,5990.0,2840.0,4900.0
2001-04-19 00:00:00,818.0,1000.0,690.0,12500.0,802.0,5900.0,2770.0,5000.0
2001-04-20 00:00:00,814.0,1020.0,694.0,12388.888671875,822.0,5810.0,2780.0,4945.0
2001-04-23 00:00:00,806.0,1056.6666259765625,698.0,11833.3330078125,806.0,5800.0,2845.0,4930.0
2001-04-24 00:00:00,800.0,1056.6666259765625,710.0,11555.5556640625,820.0,5800.0,2875.0,4980.0
2001-04-25 00:00:00,792.0,1093.3333740234375,702.0,11000.0,826.0,6050.0,2845.0,5130.0
2001-04-26 00:00:00,820.0,1093.3333740234375,702.0,11000.0,826.0,6050.0,2845.0,5130.0
2001-04-27 00:00:00,822.0,1113.3333740234375,719.0,10555.5556640625,825.0,5960.0,2950.0,5300.0
2001-05-01 00:00:00,834.0,1113.3333740234375,729.0,11000.0,822.0,6060.0,2945.0,5400.0
2001-05-02 00:00:00,852.0,1053.3333740234375,729.0,11666.6669921875,809.0,5940.0,2935.0,5400.0
2001-05-07 00:00:00,850.0,1030.0,710.0,11666.6669921875,823.0,6000.0,2995.0,5385.0
2001-05-08 00:00:00,826.0,993.3333129882812,699.0,11111.111328125,837.0,5960.0,2990.0,5375.0
2001-05-09 00:00:00,838.0,1020.0,674.0,10833.3330078125,837.0,6120.0,2970.0,5205.0
2001-05-10 00:00:00,834.0,1013.3333129882812,672.0,10555.5556640625,810.0,6230.0,2970.0,5260.0
2001-05-11 00:00:00,822.0,1050.0,689.0,10555.5556640625,809.0,6140.0,2880.0,5350.0
2001-05-14 00:00:00,810.0,1026.6666259765625,709.0,10444.4443359375,812.0,6160.0,2950.0,5350.0
2001-05-15 00:00:00,814.0,1023.3333129882812,711.0,10444.4443359375,821.0,6130.0,2930.0,5440.0
2001-05-16 00:00:00,806.0,1006.6666870117188,715.0,10055.5556640625,801.0,6010.0,2935.0,5410.0
2001-05-17 00:00:00,848.0,1026.6666259765625,724.0,10000.0,795.0,6070.0,2990.0,5510.0
2001-05-18 00:00:00,838.0,1086.6666259765625,732.0,9666.6669921875,781.0,5970.0,2975.0,5375.0
2001-05-21 00:00:00,844.0,1106.6666259765625,750.0,9666.6669921875,807.0,5800.0,2985.0,5410.0
2001-05-22 00:00:00,832.0,1113.3333740234375,760.0,9500.0,823.0,5870.0,2940.0,5305.0
2001-05-23 00:00:00,850.0,1100.0,780.0,9166.6669921875,820.0,5860.0,2940.0,5185.0
2001-05-24 00:00:00,840.0,1086.6666259765625,777.0,9055.5556640625,808.0,5910.0,2970.0,5165.0
2001-05-25 00:00:00,854.0,1126.6666259765625,766.0,9388.888671875,819.0,5790.0,2950.0,5250.0
2001-05-28 00:00:00,860.0,1103.3333740234375,740.0,9444.4443359375,822.0,5630.0,2985.0,5315.0
2001-05-29 00:00:00,852.0,1100.0,760.0,9166.6669921875,828.0,5800.0,2985.0,5175.0
2001-05-30 00:00:00,844.0,1090.0,762.0,8888.888671875,833.0,5920.0,2980.0,5000.0
2001-05-31 00:00:00,840.0,1076.6666259765625,748.0,8722.22265625,838.0,6050.0,3040.0,4885.0
2001-06-01 00:00:00,828.0,1060.0,738.0,8888.888671875,834.0,6100.0,3030.0,4925.0
2001-06-04 00:00:00,826.0,1050.0,774.0,8833.3330078125,848.0,6100.0,3040.0,4905.0
2001-06-05 00:00:00,826.0,1053.3333740234375,770.0,8833.3330078125,860.0,5990.0,3020.0,4915.0
2001-06-06 00:00:00,822.0,1050.0,771.0,8722.22265625,848.0,6010.0,3010.0,4910.0
2001-06-07 00:00:00,816.0,1093.3333740234375,770.0,8500.0,829.0,6120.0,3050.0,4980.0
2001-06-08 00:00:00,822.0,1086.6666259765625,785.0,8555.5556640625,811.0,6040.0,3000.0,5005.0
2001-06-11 00:00:00,826.0,1093.3333740234375,791.0,8055.5556640625,814.0,5920.0,2980.0,4950.0
2001-06-12 00:00:00,818.0,1083.3333740234375,753.0,7777.77783203125,810.0,5780.0,3020.0,4835.0
2001-06-13 00:00:00,814.0,1143.3333740234375,750.0,7444.4443359375,810.0,5630.0,3020.0,4855.0
2001-06-14 00:00:00,828.0,1163.3333740234375,715.0,7500.0,804.0,5840.0,3080.0,4875.0
2001-06-15 00:00:00,834.0,1143.3333740234375,736.0,7666.66650390625,833.0,5910.0,3160.0,4850.0
2001-06-18 00:00:00,830.0,1140.0,735.0,7500.0,850.0,5720.0,3170.0,4800.0
2001-06-19 00:00:00,838.0,1130.0,754.0,7111.111328125,853.0,5690.0,3220.0,4735.0
2001-06-20 00:00:00,848.0,1173.3333740234375,750.0,6944.4443359375,838.0,5800.0,3180.0,4780.0
2001-06-21 00:00:00,860.0,1186.6666259765625,775.0,7166.66650390625,838.0,5960.0,3220.0,4900.0
2001-06-22 00:00:00,860.0,1203.3333740234375,744.0,7388.888671875,850.0,5870.0,3280.0,4975.0
2001-06-25 00:00:00,866.0,1220.0,734.0,7222.22216796875,844.0,5760.0,3280.0,5055.0
2001-06-26 00:00:00,866.0,1243.3333740234375,740.0,7222.22216796875,854.0,5940.0,3300.0,5095.0
2001-06-27 00:00:00,870.0,1206.6666259765625,729.0,7111.111328125,840.0,5820.0,3270.0,5005.0
2001-06-28 00:00:00,866.0,1206.6666259765625,699.0,7111.111328125,837.0,5800.0,3240.0,5010.0
2001-06-29 00:00:00,878.0,1220.0,704.0,7111.111328125,860.0,5800.0,3230.0,5180.0
2001-07-02 00:00:00,884.0,1176.6666259765625,713.0,7111.111328125,859.0,5800.0,3180.0,5095.0
2001-07-03 00:00:00,882.0,1183.3333740234375,705.0,7111.111328125,870.0,5790.0,3210.0,5085.0
2001-07-04 00:00:00,880.0,1170.0,712.0,6833.33349609375,849.0,5690.0,3250.0,5070.0
2001-07-05 00:00:00,878.0,1210.0,725.0,6611.111328125,869.0,5750.0,3350.0,5050.0
2001-07-06 00:00:00,866.0,1196.6666259765625,723.0,5833.33349609375,837.0,5750.0,3320.0,4945.0
2001-07-09 00:00:00,872.0,1170.0,717.0,5111.111328125,864.0,5740.0,3220.0,4970.0
2001-07-10 00:00:00,872.0,1166.6666259765625,700.0,5027.77783203125,874.0,5740.0,3210.0,4865.0
2001-07-11 00:00:00,864.0,1190.0,668.0,4888.888671875,890.0,5660.0,3150.0,4905.0
2001-07-12 00:00:00,852.0,1176.6666259765625,668.0,5444.4443359375,892.0,5600.0,3170.0,4850.0
2001-07-13 00:00:00,856.0,1166.6666259765625,678.0,5394.4443359375,890.0,5550.0,3110.0,4920.0
2001-07-16 00:00:00,858.0,1156.6666259765625,667.0,5111.111328125,903.0,5620.0,3120.0,4845.0
2001-07-17 00:00:00,852.0,1110.0,635.0,5000.0,908.0,5610.0,3110.0,4765.0
2001-07-18 00:00:00,838.0,1046.6666259765625,616.0,4833.33349609375,868.0,5650.0,2985.0,4730.0
2001-07-19 00:00:00,838.0,1056.6666259765625,602.0,4805.5556640625,886.0,5590.0,2965.0,4690.0
2001-07-23 00:00:00,820.0,1036.6666259765625,604.0,4333.33349609375,859.0,5500.0,2925.0,4685.0
2001-07-24 00:00:00,824.0,1040.0,617.0,4722.22216796875,888.0,5440.0,2925.0,4720.0
2001-07-25 00:00:00,826.0,1050.0,649.0,4777.77783203125,894.0,5390.0,2900.0,4705.0
2001-07-26 00:00:00,822.0,1050.0,674.0,4777.77783203125,897.0,5470.0,2850.0,4525.0
2001-07-27 00:00:00,824.0,1060.0,653.0,4694.4443359375,905.0,5580.0,2950.0,4560.0
2001-07-30 00:00:00,816.0,1043.3333740234375,637.0,4138.888671875,914.0,5680.0,2950.0,4495.0
2001-07-31 00:00:00,824.0,1050.0,662.0,3777.77783203125,905.0,5760.0,2945.0,4490.0
2001-08-01 00:00:00,820.0,1066.6666259765625,647.0,3888.888916015625,895.0,5830.0,2930.0,4470.0
2001-08-02 00:00:00,822.0,1096.6666259765625,639.0,4055.5556640625,861.0,5890.0,2885.0,4640.0
2001-08-03 00:00:00,814.0,1070.0,637.0,4250.0,843.0,5790.0,2850.0,4550.0
2001-08-06 00:00:00,812.0,1066.6666259765625,647.0,4111.111328125,863.0,5810.0,2890.0,4550.0
2001-08-07 00:00:00,814.0,1073.3333740234375,656.0,3972.22216796875,848.0,5840.0,2990.0,4570.0
2001-08-08 00:00:00,814.0,1103.3333740234375,657.0,3872.22216796875,836.0,5830.0,3050.0,4555.0
2001-08-09 00:00:00,802.0,1073.3333740234375,633.0,3944.4443359375,821.0,5500.0,2955.0,4425.0
2001-08-10 00:00:00,802.0,1060.0,633.0,3877.77783203125,838.0,5550.0,2950.0,4440.0
2001-08-13 00:00:00,800.0,1043.3333740234375,629.0,3888.888916015625,880.0,5460.0,2950.0,4385.0
2001-08-14 00:00:00,802.0,1036.6666259765625,652.0,3888.888916015625,874.0,5630.0,3060.0,4435.0
2001-08-15 00:00:00,800.0,1013.3333129882812,647.0,3944.4443359375,877.0,5510.0,3080.0,4425.0
2001-08-16 00:00:00,780.0,936.6666870117188,642.0,3861.111083984375,885.0,5360.0,3150.0,4315.0
2001-08-17 00:00:00,766.0,956.6666870117188,651.0,3500.0,867.0,5300.0,3170.0,4210.0
2001-08-20 00:00:00,760.0,956.6666870117188,665.0,3166.666748046875,879.0,5230.0,3240.0,4080.0
2001-08-21 00:00:00,760.0,943.3333129882812,676.0,3138.888916015625,890.0,5340.0,3300.0,3980.0
2001-08-22 00:00:00,760.0,976.6666870117188,679.0,3166.666748046875,890.0,5480.0,3300.0,3825.0
2001-08-23 00:00:00,764.0,960.0,694.0,3138.888916015625,895.0,5450.0,3280.0,3825.0
2001-08-24 00:00:00,768.0,923.3333129882812,708.0,3222.22216796875,871.0,5170.0,3280.0,3775.0
2001-08-27 00:00:00,758.0,930.0,699.0,3333.333251953125,878.0,5000.0,3190.0,3685.0
2001-08-28 00:00:00,750.0,906.6666870117188,729.0,3283.333251953125,860.0,4950.0,3160.0,3600.0
2001-08-29 00:00:00,730.0,890.0,710.0,3177.77783203125,847.0,4810.0,3070.0,3400.0
2001-08-30 00:00:00,730.0,890.0,717.0,3027.77783203125,861.0,4900.0,3000.0,3250.0
2001-08-31 00:00:00,722.0,890.0,711.0,2772.22216796875,842.0,4890.0,3070.0,3390.0
2001-09-03 00:00:00,714.0,866.6666870117188,680.0,2494.4443359375,810.0,4820.0,3040.0,3270.0
2001-09-04 00:00:00,742.0,883.3333129882812,679.0,2444.4443359375,795.0,4800.0,3180.0,3200.0
2001-09-05 00:00:00,746.0,886.6666870117188,663.0,2500.0,765.0,4750.0,3150.0,3225.0
2001-09-06 00:00:00,750.0,900.0,659.0,2638.888916015625,823.0,4910.0,3280.0,3305.0
2001-09-07 00:00:00,740.0,900.0,648.0,2777.77783203125,801.0,5020.0,3140.0,3405.0
2001-09-10 00:00:00,728.0,873.3333129882812,648.0,3266.666748046875,797.0,4910.0,3130.0,3290.0
2001-09-11 00:00:00,730.0,846.6666870117188,628.0,3822.22216796875,814.0,4870.0,3060.0,3340.0
2001-09-13 00:00:00,642.0,763.3333129882812,629.0,3600.0,822.0,4870.0,3100.0,3140.0
2001-09-14 00:00:00,640.0,780.0,623.0,3722.22216796875,835.0,4930.0,3040.0,3225.0
2001-09-17 00:00:00,638.0,733.3333129882812,618.0,3172.22216796875,800.0,4860.0,3030.0,3100.0
2001-09-18 00:00:00,636.0,750.0,610.0,3350.0,835.0,5150.0,3130.0,3095.0
2001-09-19 00:00:00,628.0,743.3333129882812,634.0,3388.888916015625,846.0,5200.0,3270.0,3220.0
2001-09-20 00:00:00,588.0,750.0,626.0,3283.333251953125,850.0,5460.0,3300.0,3220.0
2001-09-21 00:00:00,552.0,733.3333129882812,586.0,3122.22216796875,824.0,5570.0,3210.0,3060.0
2001-09-25 00:00:00,594.0,773.3333129882812,560.0,2888.888916015625,842.0,5410.0,3190.0,3095.0
2001-09-26 00:00:00,570.0,786.6666870117188,510.0,2766.666748046875,850.0,5290.0,3000.0,3055.0
2001-09-27 00:00:00,589.0,800.0,530.0,2722.22216796875,850.0,5500.0,2860.0,3035.0
2001-10-01 00:00:00,652.0,840.0,573.0,2750.0,860.0,5350.0,3000.0,3225.0
2001-10-02 00:00:00,676.0,853.3333129882812,610.0,2722.22216796875,858.0,5400.0,3070.0,3250.0
2001-10-03 00:00:00,644.0,850.0,591.0,2683.333251953125,838.0,5520.0,3090.0,3250.0
2001-10-04 00:00:00,674.0,906.6666870117188,584.0,2777.77783203125,851.0,5330.0,3070.0,3325.0
2001-10-05 00:00:00,680.0,936.6666870117188,584.0,2750.0,850.0,5220.0,3060.0,3320.0
2001-10-09 00:00:00,638.0,880.0,590.0,2666.666748046875,858.0,5260.0,3130.0,3245.0
2001-10-10 00:00:00,632.0,840.0,573.0,2638.888916015625,850.0,5620.0,3100.0,3205.0
2001-10-11 00:00:00,650.0,866.6666870117188,598.0,2666.666748046875,834.0,5650.0,3160.0,3330.0
2001-10-12 00:00:00,650.0,866.6666870117188,605.0,2944.4443359375,815.0,5770.0,3100.0,3430.0
2001-10-15 00:00:00,634.0,876.6666870117188,610.0,3183.333251953125,825.0,5610.0,3040.0,3385.0
2001-10-16 00:00:00,620.0,893.3333129882812,626.0,3127.77783203125,830.0,5700.0,3140.0,3450.0
2001-10-17 00:00:00,614.0,926.6666870117188,652.0,3683.333251953125,820.0,5760.0,3100.0,3580.0
2001-10-18 00:00:00,612.0,953.3333129882812,631.0,3361.111083984375,802.0,5630.0,3020.0,3590.0
2001-10-19 00:00:00,604.0,966.6666870117188,648.0,3338.888916015625,819.0,5690.0,3020.0,3580.0
2001-10-22 00:00:00,606.0,996.6666870117188,643.0,3333.333251953125,815.0,5780.0,3030.0,3660.0
2001-10-23 00:00:00,618.0,990.0,663.0,3333.333251953125,821.0,5890.0,3030.0,3800.0
2001-10-24 00:00:00,628.0,1016.6666870117188,653.0,3327.77783203125,817.0,5800.0,3060.0,3750.0
2001-10-25 00:00:00,616.0,1043.3333740234375,663.0,3361.111083984375,824.0,5900.0,3090.0,3715.0
2001-10-26 00:00:00,608.0,1010.0,658.0,3250.0,817.0,5910.0,3080.0,3625.0
2001-10-29 00:00:00,602.0,1013.3333129882812,663.0,3055.5556640625,801.0,5870.0,3020.0,3405.0
2001-10-30 00:00:00,602.0,970.0,660.0,2866.666748046875,810.0,5890.0,3020.0,3355.0
2001-10-31 00:00:00,594.0,983.3333129882812,652.0,2833.333251953125,800.0,5930.0,3040.0,3290.0
2001-11-01 00:00:00,602.0,973.3333129882812,626.0,2972.22216796875,795.0,5830.0,3010.0,3305.0
2001-11-02 00:00:00,608.0,966.6666870117188,602.0,3105.5556640625,784.0,5700.0,2970.0,3365.0
2001-11-05 00:00:00,620.0,950.0,587.0,2838.888916015625,774.0,5580.0,2955.0,3340.0
2001-11-06 00:00:00,612.0,953.3333129882812,608.0,2888.888916015625,777.0,5780.0,2920.0,3370.0
2001-11-07 00:00:00,597.0,953.3333129882812,612.0,3055.5556640625,772.0,5660.0,2880.0,3315.0
2001-11-08 00:00:00,618.0,943.3333129882812,590.0,3133.333251953125,788.0,5750.0,2900.0,3280.0
2001-11-12 00:00:00,608.0,910.0,620.0,2888.888916015625,777.0,5460.0,2860.0,3145.0
2001-11-13 00:00:00,602.0,873.3333129882812,616.0,2866.666748046875,773.0,5450.0,2915.0,3185.0
2001-11-14 00:00:00,599.0,866.6666870117188,602.0,2777.77783203125,765.0,5370.0,2875.0,3175.0
2001-11-15 00:00:00,600.0,906.6666870117188,568.0,2822.22216796875,767.0,5650.0,2875.0,3345.0
2001-11-16 00:00:00,604.0,933.3333129882812,542.0,3000.0,717.0,5480.0,2690.0,3350.0
2001-11-19 00:00:00,646.0,916.6666870117188,550.0,2944.4443359375,724.0,5420.0,2635.0,3625.0
2001-11-20 00:00:00,650.0,883.3333129882812,552.0,2950.0,743.0,5550.0,2705.0,3750.0
2001-11-21 00:00:00,664.0,893.3333129882812,579.0,2844.4443359375,760.0,5610.0,2740.0,3385.0
2001-11-22 00:00:00,652.0,883.3333129882812,567.0,2833.333251953125,751.0,5700.0,2740.0,3435.0
2001-11-26 00:00:00,652.0,910.0,562.0,2827.77783203125,771.0,5760.0,2735.0,3575.0
2001-11-27 00:00:00,650.0,940.0,568.0,2783.333251953125,758.0,5640.0,2715.0,3700.0
2001-11-28 00:00:00,634.0,900.0,554.0,2827.77783203125,755.0,5510.0,2690.0,3575.0
2001-11-29 00:00:00,646.0,886.6666870117188,563.0,2766.666748046875,805.0,5530.0,2730.0,3685.0
2001-11-30 00:00:00,630.0,893.3333129882812,567.0,2722.22216796875,807.0,5620.0,2835.0,3595.0
2001-12-03 00:00:00,626.0,866.6666870117188,568.0,2738.888916015625,778.0,5490.0,2750.0,3515.0
2001-12-04 00:00:00,608.0,856.6666870117188,601.0,2583.333251953125,796.0,5590.0,2740.0,3475.0
2001-12-05 00:00:00,624.0,833.3333129882812,607.0,2500.0,800.0,5650.0,2730.0,3575.0
2001-12-06 00:00:00,638.0,866.6666870117188,589.0,2500.0,755.0,5450.0,2620.0,3770.0
2001-12-07 00:00:00,630.0,850.0,572.0,2500.0,714.0,5360.0,2615.0,3695.0
2001-12-10 00:00:00,616.0,833.3333129882812,541.0,2483.333251953125,711.0,5380.0,2630.0,3665.0
2001-12-11 00:00:00,612.0,826.6666870117188,525.0,2444.4443359375,705.0,5500.0,2710.0,3730.0
2001-12-12 00:00:00,616.0,846.6666870117188,529.0,2277.77783203125,749.0,5730.0,2765.0,3795.0
2001-12-13 00:00:00,600.0,830.0,519.0,2261.111083984375,727.0,5590.0,2705.0,3615.0
2001-12-14 00:00:00,604.0,833.3333129882812,532.0,2200.0,766.0,5700.0,2725.0,3645.0
2001-12-17 00:00:00,597.0,820.0,490.0,2000.0,735.0,5560.0,2680.0,3625.0
2001-12-18 00:00:00,604.0,826.6666870117188,490.0,1927.77783203125,767.0,5690.0,2635.0,3545.0
2001-12-19 00:00:00,604.0,813.3333129882812,485.0,1805.5555419921875,778.0,5640.0,2635.0,3560.0
2001-12-20 00:00:00,610.0,820.0,493.0,1838.888916015625,780.0,5750.0,2700.0,3630.0
2001-12-21 00:00:00,624.0,840.0,512.0,1822.22216796875,785.0,5800.0,2660.0,3770.0
2001-12-25 00:00:00,634.0,840.0,495.0,1777.77783203125,785.0,5730.0,2715.0,3640.0
2001-12-26 00:00:00,634.0,826.6666870117188,487.0,1777.77783203125,780.0,5700.0,2685.0,3670.0
2001-12-27 00:00:00,650.0,846.6666870117188,492.0,2083.333251953125,800.0,5880.0,2740.0,3800.0
2001-12-28 00:00:00,664.0,880.0,500.0,2350.0,825.0,5930.0,2790.0,3875.0
2002-01-04 00:00:00,698.0,873.3333129882812,511.0,2388.888916015625,786.0,5960.0,2770.0,3875.0
2002-01-07 00:00:00,686.0,883.3333129882812,500.0,2194.4443359375,743.0,5910.0,2690.0,3875.0
2002-01-08 00:00:00,686.0,860.0,491.0,2005.5555419921875,737.0,5920.0,2640.0,3720.0
2002-01-09 00:00:00,698.0,873.3333129882812,477.0,2138.888916015625,730.0,5820.0,2630.0,3715.0
2002-01-10 00:00:00,698.0,873.3333129882812,452.0,2305.5556640625,715.0,5660.0,2585.0,3575.0
2002-01-11 00:00:00,710.0,876.6666870117188,448.0,2272.22216796875,720.0,5640.0,2555.0,3585.0
2002-01-15 00:00:00,684.0,853.3333129882812,429.0,2166.666748046875,726.0,5710.0,2575.0,3545.0
2002-01-16 00:00:00,696.0,833.3333129882812,464.0,2044.4444580078125,727.0,5710.0,2630.0,3545.0
2002-01-17 00:00:00,684.0,833.3333129882812,446.0,2177.77783203125,725.0,5640.0,2670.0,3495.0
2002-01-18 00:00:00,704.0,856.6666870117188,459.0,2166.666748046875,725.0,5670.0,2700.0,3660.0
2002-01-21 00:00:00,704.0,896.6666870117188,478.0,2300.0,719.0,5600.0,2710.0,3685.0
2002-01-22 00:00:00,690.0,876.6666870117188,475.0,2066.666748046875,713.0,5550.0,2670.0,3570.0
2002-01-23 00:00:00,684.0,886.6666870117188,478.0,2116.666748046875,736.0,5370.0,2630.0,3535.0
